iter	Logloss
354	0.3031508267
355	0355	0.298955356	0356	0.29881357	0.3027627061
358	0.358	0.29846359	0.359	0.29829360	0.3023490076
361	0361	0.297946362	0362	0.29771363	0.30201375
364	0.3018859886
365	0.3017523533
366	0.3015582888
367	0.3014370186
368	0.3013584732
369	0.3012278828
370	0.301152723
371	0.3010072003
372	0.3008245871
373	0.3007204363
374	0.3005588837
375	0.30036703
376	0.3002526936
377	0.300097696
378	0.3000614161
379	0.2999496977
380	0.2998223365
381	0.2996556135
382	0.2995542161
383	0.2994139348
384	0.2993141389
385	0.2991883317
386	0.2989596368
387	0.2988200724
388	0.2987125438
389	0.2985608372
390	0.2984602206
391	0.2983471674
392	0.298246357
393	0.2981128658
394	0.2979615605
395	0.297854597
396	0.2977460838
397	0.2976359741
398	0.2975935009
399	0.2974728051
400	0.2973546494
401	0.297214677
402	0.2970568031
403	0.296897296
404	0.2967778821
405	0.2966642157
406	0.2965929883
407	0.2964557509
408	0.296324068
409	0.296295706
410	0.2961371064
411	0.2960700788
412	0.2959672657
413	0.2959147194
414	0.2957601073
415	0.2955863629
416	0.2954298077
417	0.2952753147
418	0.2951638128
419	0.2950131645
420	0.2949577492
421	0.2947482506
422	0.2946002437
423	0.2944680763
424	0.2943878864
425	0.2942420198
426	0.294067222
427	0.2939796571
428	0.2938727619
429	0.293429	0.2430	0.2935430	0.2431	0.2934431	0.2432	0.2934432	0.2433	0.2933433	0.2434	0.2931434	0.2435	0.2930428576
436	0.2929519859
437	0.2928437487
438	0.292438	0.28439	0.2926777207
440	0.2925366714
441	0.2924692083
442	0.2923197402
443	0.2922226057
444	0.2921299104
445	0.2920543275
446	0.2919313925
447	0.2917535728
448	0.2916543805
449	0.2915482617
450	0.2914261781
451	0.291348552
452	0.2912171188
453	0.2911013087
454	0.2909954202
455	0.2908218539
456	0.2906817575
457	0.2905909722
458	0.2904608853
459	0.2903155052
460	0.2902323837
461	0.2902147458
462	0.2900793703
463	0.28997374
464	0.2898393456
465	0.2897283178
466	0.2896352321
467	0.2895639278
468	0.2895138435
469	0.2893950407
470	0.289289269
471	0.2890808725
472	0.2890093926
473	0.2889263408
474	0.2888317374
475	0.2887578084
476	0.2886905735
477	0.2885897278
478	0.2884706593
479	0.2883563215
480	0.288241968
481	0.2881569318
482	0.2881177269
483	0.288062338
484	0.2879883283
485	0.287871926
486	0.2878486	0.2487	0.2877487	0.2488	0.2877488	0.2489	0.2876489	0.2490	0.2875583622
491	0.2874468159
492	0.2873204467
493	0.2493	0.282494	0.2871600191
495	0.2870730651
496	0.28496	0.281497	0.28497	0.281498	0.28498	0.281499	0.28499	0.281500	0.28500	0.281501	0.28501	0.281502	0.2502	0.2813503	0.2862954692
504	0.2861933694
505	0.2860664221
506	0.2859974298
507	0.2858815806
508	0.2508	0.2808509	0.2509	0.2808510	0.2510	0.2807511	0.2511	0.2805512	0.2854293942
513	0.2852482315
514	0.2852030377
515	0.2851190809
516	0.2516	0.279517	0.2517	0.2799518	0.2848739821
519	0.2847375905
520	0.2846141749
521	0.2844451839
522	0.2843182482
523	0.2842406677
524	0.2841712104
525	0.283984475
526	0.2838847748
527	0.2838343319
528	0.2836871186
529	0.2836297337
530	0.2835316938
531	0.2834540311
532	0.2833088329
533	0.533	0.27827534	0534	0.278173535	0.2829717565
536	0.2828982242
537	0.2827750075
538	0.2826808751
539	0.2825805299
540	0.2825226145
541	0.2824710912
542	0.2823608781
543	0543	0.277206544	0544	0.277147545	0545	0.277082546	0546	0.276932547	547	0.2768599548	548	0.2767546549	549	0.2766343550	550	0.2765574551	551	0.2764985552	552	0.2763757553553	0.27627309554554	0.27617604555555	0.27601574556556	0.27587494557	0.2809729897
558	0.2809130296
559	0.2808249593
560	0.2807523671
56561	0.27545764456562	0.27532363256563	0.27523327356564	0.275124051565	0.2802773496
566	0.2801510377
567	0.2800552745
568	0.2799654904
569	0.2799130264
570	0.2797894569
571	0.2797100785
572	0.2796692907
573	0.2795366281
574	0.279435208
575	0.2793505214
576	0.2792788339
577	0.2792306887
578	0.2791662362
579	0.279094485
580	0.2789751758
581	0.2789188299
582	0.2788526495
583	0.278786635
584	0.2787130253
585	0.2786278475
586	0.2785958409
587	0.2784507306
588	0.2783722439
589	0.2782476589
590	0.2781632575
591	0.2780362521
592	0.2779759626
593	0.277909234
594	0.2778423933
595	0.2777592525
596	0.2776925002
597	0.2775872503
598	0.2774607615
599	0.2774113246
600	0.2772929689
601	0.2772283525
602	0.2771508227
603	0.2770501688
604	0.2770434644
605	0.2769918306
606	0.276934263
607	0.2768463955
608	0.276723431
609	0.2766529628
610	0.2765947445
611	0.2764939725
61612	0.270482922613	0.2763229795
614	0.2762443998
615	0.2761821375
616	0.2761339997
617	0.2760245
618	0.2759326782
619	0.2757864381
620	0.2757235988
621	0.2756086353
622	0.275565409
623	0.2755205768
624	0.2754285662
625	0.2753307703
626	0.2752662854
627	0.2751915748
628	0.2751242231
629	0.2750714597
630	0.275027998
631	0.2749942661
632	0.2749176306
633	0.274787669
634	0.2747113629
635	0.2746445456
636	0.2745169593
637	0.2744224379
638	0.2743698052
639	0.2742550813
640	0.2741947188
641	0.2740632622
642	0.2740379719
643	0.2739586811
644	0.2739218208
645	0.2738581632
646	0.2738034887
647	0.2737319271
648	0.2736693405
649	0.2735882134
650	0.2734626423
651	0.2734203442
652	0.2733417155
653	0.2732629802
654	0.2732002044
655	0.2731276963
656	0.2730621847
657	0.2730089128
658	0.2729070332
659	0.2728467799
660	0.2727905485
661	0.2727146794
662	0.2725797285
663	0.2725465673
664	0.2725053483
665	0.2724462652
666	0.2723532375
667	0.2721953145
668	0.2720916386
669	0.2719848525
670	0.2718481916
671	0.2717939934
672	0.271758028
673	0.2716987295
674	0.2716117493
675	0.271597183
676	0.2715614886
677	0.2715006459
678	0.2714041498
679	0.2713179365
680	0.271217275
681	0.2711622383
682	0.2711155984
683	0.2710557669
684	0.2710334354
685	0.270946236
686	0.2708817926
687	0.2708058234
688	0.270728229
689	0.2706528178
690	0.2705640019
691	0.2705130117
692	0.2704550895
693	0.2703679891
694	0.2703281341
695	0.2702214447
696	0.2701686879
697	0.2701061481
698	0.2700662255
699	0.2699637889
700	0.2698955322
701	0.2698575799
702	0.2697451914
703	0.2696819844
704	0.2695530283
705	0.2693405326
706	0.2692825581
707	0.269216433
708	0.2691421593
709	0.2690171059
710	0.2689489543
711	0.2688937878
712	0.2688160203
713	0.2687184832
714	0.2685924234
715	0.2685385028
716	0.2684430414
717	0.2683320201
718	0.2682119921
719	0.2681684899
720	0.2681038219
721	0.2680275916
722	0.2679394636
723	0.2678583922
724	0.267774759
725	0.2676316214
726	0.2675736018
727	0.2675050671
728	0.2674261778
729	0.2673489011
730	0.2672760225
731	0.2672291899
732	0.2670971102
733	0.26705587
734	0.2668558158
735	0.2667907399
736	0.2667099007
737	0.2666209063
738	0.2665361213
739	0.2664568082
740	0.2663362966
741	0.2662720418
742	0.2661995228
743	0.2661466653
744	0.2660447111
745	0.2660138585
746	0.2659502361
747	0.2658688863
748	0.2657946766
749	0.2657074626
750	0.265647891
751	0.265538995
752	0.2654818119
753	0.2653798402
754	0.2653267736
755	0.2652858336
756	0.2652160001
757	0.2651312823
758	0.2650900785
759	0.2649838027
760	0.2649138003
761	0.2648553175
762	0.264757932
763	0.2646690732
764	0.26460767
765	0.2645318007
766	0.2644445093
767	0.2643800557
768	0.2642855398
769	0.2642253974
770	0.264136973
771	0.2640750523
772	0.2639877634
773	0.2639014909
774	0.2638473654
775	0.2637909044
776	0.263703254
777	0.2635625117
778	0.2634546849
779	0.2633877509
780	0.263327588
781	0.263243545
782	0.2631641877
783	0.26308227
784	0.2629783537
785	0.2628524971
786	0.2627522742
787	0.2626889495
788	0.2625986373
789	0.2625518684
790	0.2625022647
791	0.2624710212
792	0.2622847767
793	0.2621935209
794	0.2620711834
795	0.2619886163
796	0.2619422567
797	0.2618349446
798	0.2617222688
799	0.2616310045
800	0.261553889
801	0.2615100747
802	0.261344957
803	0.2612956522
804	0.261186457
805	0.2611563259
806	0.261122616
807	0.2610185829
808	0.2609512457
809	0.2608116719
810	0.2607444614
811	0.2606616187
812	0.2606093408
813	0.2605507917
814	0.26045814	0.815	0.2604054071
816	0.2603654472
817	0.2602304228
818	0.2601972487
819	0.2601265244
820	0.2600611278
821	0.2600322444
822	0.2599822	0.2823	0.2599823	0.2824	0.2597824	0.2825	0.2597825	0.2826	0.2596826	0.2827	0.2596827	0.2828	0.2595828	0.2829	0.2595829	0.251380983
830	0.2512272571
831	0.2832	0.2593832	0.2833	0.2593833	0.2834	0.2592834	0.2509072874
835	0.250822823
836	0.25837	0.259837	0.25838	0.259838	0.25839	0.258839	0.25840	0.258840	0.25841	0.258841	0.2842	0.2586842	0.2843	0.2585843	0.2844	0.2584844	0.845	0.25841845	0846	0.258274846	0847	0.258205847	0848	0.258140848	0849	0.258071849	0850	0.25803850	0.851	0.2578851	0.2852	0.2578852	0.2853	0.2576853	0.2854	0.2576854	0.2855	0.25855	0.249856	0.25856	0.248857	0.25857	0.248899165
858	0.2488859	0.2859	0.2487860	0.2860	0.2486861	0.2861	0.2485862	0.2862	0.248863	0.25863	0.248864	0.25864	0.248865	0.865	0.24825866	0.2566565757
867	0.2565843475
868	0.2564646819
869	0.869	0.24797870	0.2562587267
871	0.2562057528
872	0.2561505739
873	0.2561132284
874	0.2560485802
875	0.2559841392
876	0.2559308163
877	0.2558857915
878	0.2558212701
879	0.2557394654
880	0.2556798232
881	0.2556089716
882	0.2555497771
883	0.2554004567
884	0.2553506348
885885	0.2468902886	886	0.2468205887	0.255178811
888	0.2550612161
889	0889	0.246599890	0.2549473445
891	0891	0.246400892	0.2548421513
893893	0.24627825894894	0.24616606895895	0.2460679289896	0.24595966897897	0.24585524898	0.2543818791
899	0.2542955755
900	0.2542476492
901	0.2542044985
902	0.2541193151
903	0.2539939325
90904	0.2453084459905	0.24527159599906	0.2452016828907	0.2536482491
908	0.2536031346
909	0.253535089
910	0.2534619974
911	0.2533954972
912	0.2533688234
91913	0.24466842191914	0.24460656991915	0.24453024591916	0.244441881917	0.2530617031
918	0.2529981818
919	0.2528181376
920	0.2527749241
921	0.2526965333
922	0.2526391182
923	0.252573953
924	0.252532946
925	0.252477166
926	0.2524346464
927	0.2523711404
928	0.2523169389
929	0.2522263943
930	0930	0.243406931	0931	0.243380932	0932	0.243304933	0933	0.243212934	934	0.2431395935	935	0.2430613936	936	0.2430034937	937	0.2429266938	938	0.2428297939	939	0.2427675940	940	0.2427077941	941	0.2426408942	942	0.2425887943	943	0.242565944	0944	0.242483945	0945	0.242407946	0946	0.242287947	0947	0.242241948	0948	0.242201949	0949	0.242179950	0950	0.242107951	0.2509324163
952	0952	0.241944953	0.2507088527
954	0.2506423291
955	0.2505845666
956	0.2505262051
957	0.2504582056
958	0.2503872532
959	0.2503429759
960	0.2502978302
961	0.2502459734
962	0.2501715721
963	0.2501150956
964	0.2500240379
965	0.2499612172
966	0.2498653596
967	0.2498243647
968	0.2497544278
969	0.2496857699
970	0.2496349463
971	0.2495235637
972	0.249456767
973	0.2494336758
974	0.2493316738
975	0.2492442315
976976	0.24024939977977	0.24014394978978	0.24010549979	0.2490865637
980	0.2490380415
981	0.2489989438
982	0.2489709952
983	0.2489322525
984	0.2488980824
985	0.2488277051
986	0.2487872583
987	0.2486545224
988	0.2486268302
989	0.2485408597
990	0.2484584359
991	0.248416502
992	0.2482702233
993	0.2482525905
994	0.2481782904
995	0.2481040798
996	0.2480770129
997	0.2480435573
998	0.2479792032
999	0.247911486

